bblid,scanid,restExclude,restExcludeVoxelwise,restNoDataExclude,restRelMeanRMSMotion,restRelMeanRMSMotionExclude,restNSpikesMotion,restNSpikesMotionExclude,restNormCrossCorr,restNormCoverage,restCoregCrossCorr,restCoregCoverage,restVoxelwiseCoverageExclude,restRpsMapCorrectionNotApplied
99578,4462,0,0,0,0.0257969,0,0,0,0.91396648,0.9773065635,0.89007847,0.9801554618,0,0
84059,4463,0,0,0,0.0457177,0,1,0,0.89628166,0.970670807,0.87088342,0.9723194546,0,0
109523,4465,0,0,0,0.0831354,0,5,0,0.90386639,0.9674060998,0.88290455,0.9752117475,0,0
114469,4466,0,0,0,0.0589917,0,3,0,0.89641544,0.981390106,0.86941213,0.987410332,0,0
90750,4467,0,0,0,0.131028,0,15,0,0.90894416,0.9807201498,0.88638949,0.9871842971,0,0
113111,4469,0,0,0,0.0415023,0,1,0,0.89762853,0.9803107321,0.87747479,0.9851756716,0,0
109083,4476,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
93517,4478,0,0,0,0.0457058,0,0,0,0.9244941,0.9724520397,0.90561421,0.9789496876,0,0
111873,4479,1,1,0,6.15326,1,115,1,0.91633539,0.9850216939,0.89673629,0.9882432882,1,0
86690,4480,0,0,0,0.0891878,0,8,0,0.9138311,0.9787847208,0.88915441,0.9833778406,0,0
82311,4481,0,0,0,0.10705,0,5,0,0.91345567,0.973127313,0.89116575,0.9785419854,0,0
94445,4487,0,0,0,0.0612251,0,4,0,0.91789791,0.9765249479,0.89498794,0.9814155161,0,0
95010,4488,0,0,0,0.0399266,0,0,0,0.90922253,0.9825811392,0.88356949,0.9852334509,0,0
92362,4489,0,0,0,0.0295348,0,0,0,0.90454869,0.9698094347,0.88183794,0.9733928652,0,0
83010,4498,1,1,0,0.286754,1,53,1,0.90877471,0.9735154622,0.88683682,0.9787289122,0,0
103768,4499,0,0,0,0.080594,0,7,0,0.92149232,0.9912001787,0.89388565,0.9938439495,0,0
112799,4500,0,0,0,0.0310237,0,0,0,0.9068506,0.9747543494,0.87802398,0.9760814794,0,0
113220,4505,0,0,0,0.0513332,0,5,0,0.9057349,0.9788485261,0.88030941,0.9819204806,0,0
113216,4506,0,0,0,0.0522594,0,1,0,0.91199723,0.9748341061,0.89353077,0.9798683225,0,0
88505,4507,0,0,0,0.046059,0,2,0,0.91218332,0.9783646689,0.88427265,0.9811189113,0,0
111663,4511,0,0,0,0.0683472,0,5,0,0.88776873,0.9358968906,0.87109833,0.9476129866,0,0
93298,4512,0,0,0,0.041081,0,0,0,0.91241481,0.977567102,0.88712186,0.9807444895,0,0
114824,4513,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
114935,4516,0,0,0,0.0365184,0,1,0,0.91400327,0.984415543,0.88738596,0.9879810015,0,0
112126,4533,0,0,0,0.0589095,0,2,0,0.91318321,0.9789229657,0.89744112,0.9839093552,0,0
86303,4534,1,1,0,0.156515,0,26,1,0.9136358,0.9796301417,0.8912451,0.9840932801,0,0
92500,4540,1,1,0,0.636643,1,70,1,0.90612296,0.9771523672,0.87704106,0.9802922094,0,0
93969,4541,0,0,0,0.0335688,0,0,0,0.91830083,0.9803851717,0.89667273,0.9856020565,0,0
112755,4543,0,0,0,0.0222754,0,0,0,0.91143813,0.9817250841,0.8947075,0.9847789896,0,0
91152,4544,0,0,0,0.0500037,0,0,0,0.91655813,0.9778223234,0.90034805,0.9828763696,0,0
95051,4545,0,0,0,0.0718374,0,3,0,0.90339961,0.9802735123,0.87714869,0.9838334037,0,0
112028,4546,0,0,0,0.0679734,0,4,0,0.91032889,0.982288698,0.89190432,0.9859941065,0,0
109654,4548,1,1,0,0.546282,1,55,1,0.91386612,0.9842879323,0.88873627,0.988526216,0,0
89186,4550,0,0,0,0.0347038,0,0,0,0.90667071,0.967602833,0.87792484,0.9720237989,0,0
97513,4558,0,0,0,0.07299,0,6,0,0.90325962,0.9876802502,0.8739836,0.9902446108,0,0
107591,4559,1,1,0,0.391802,1,60,1,0.90185982,0.9671561955,0.87635539,0.9704585453,0,0
114131,4560,1,1,0,0.190506,0,25,1,0.916227,0.9856065763,0.8898154,0.9900598239,0,0
114790,4566,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
98319,4567,0,0,0,0.0364821,0,0,0,0.9112735,0.9824003574,0.88458287,0.9844528002,0,0
107516,4570,0,0,0,0.0448786,0,0,0,0.88981338,0.9488440598,0.8652918,0.9547523279,0,0
109645,4571,0,0,0,0.0350511,0,0,0,0.90470268,0.9713726658,0.87602087,0.9742500299,0,0
110177,4572,0,0,0,0.127872,0,15,0,0.91489958,0.9820600622,0.89208373,0.9866291703,0,0
110828,4573,0,0,0,0.0564966,0,3,0,0.91667587,0.9754987452,0.89793124,0.9823968307,0,0
112556,4575,0,0,0,0.0567904,0,0,0,0.91379202,0.9872229785,0.88536898,0.99029533,0,0
112694,4576,0,0,0,0.0305546,0,0,0,0.90866494,0.9844580799,0.88612301,0.9878776122,0,0
112715,4577,0,0,0,0.0270957,0,0,0,0.90176289,0.9871432218,0.87568738,0.989459467,0,0
108211,4578,1,1,0,0.48231,1,39,1,0.90845832,0.9648804714,0.88959805,0.9733729337,1,0
110023,4579,1,1,0,0.167092,0,24,1,0.91364535,0.9756104046,0.89270252,0.9794179698,0,0
100761,4581,1,1,0,0.605076,1,68,1,0.90339908,0.9542781488,0.8727337,0.953624721,0,0
114326,4582,1,1,0,0.223847,1,26,1,0.90908966,0.9901208048,0.88390984,0.9926008602,0,0
100648,4591,0,0,0,0.0433664,0,0,0,0.90891701,0.9857448212,0.88850579,0.9897411285,0,0
90060,4592,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
109914,4594,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
103712,4595,0,0,0,0.0705164,0,2,0,0.91189315,0.9841337361,0.88598409,0.9878435043,0,0
93156,4596,0,0,0,0.113871,0,8,0,0.91355275,0.9715321792,0.89445573,0.9787734568,0,0
94492,4608,1,1,0,0.178692,0,27,1,0.90936821,0.9891743588,0.88504908,0.9914267224,0,0
112633,4611,0,0,0,0.106115,0,10,0,0.90056048,0.983325535,0.86855836,0.9867132572,0,0
110724,4612,0,0,0,0.0703953,0,4,0,0.92039101,0.9853938918,0.89529402,0.9878268928,0,0
112061,4614,0,0,0,0.0330275,0,0,0,0.91458831,0.9800820963,0.89626761,0.9854340661,0,0
114616,4615,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
110961,4617,0,0,0,0.0749227,0,5,0,0.91786096,0.9781626186,0.88882508,0.9845158874,0,0
115051,4618,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
99399,4620,0,0,0,0.131571,0,14,0,0.91395575,0.9725902846,0.89799023,0.9794229536,0,0
84385,4623,0,0,0,0.104415,0,2,0,0.90060079,0.9674326854,0.87382461,0.9735982115,0,0
98831,4624,0,0,0,0.0470343,0,0,0,0.90913296,0.9870740993,0.88600127,0.9897226038,0,0
87135,4634,0,0,0,0.0281037,0,0,0,0.91217339,0.9750840104,0.88796469,0.9797970789,0,0
112429,4636,0,0,0,0.122791,0,12,0,0.91263277,0.9809860054,0.88250356,0.9824346326,0,0
97694,4637,0,0,0,0.10628,0,9,0,0.89680681,0.9792738952,0.86723086,0.9804362609,0,0
106313,4638,0,0,0,0.0727719,0,7,0,0.9134586,0.9816612787,0.89043454,0.9854210063,0,0
96585,4639,0,0,0,0.157566,0,12,0,0.91542996,0.9667414608,0.8917609,0.9727738438,0,0
111230,4640,0,0,0,0.0535706,0,2,0,0.90902156,0.9804436599,0.88193246,0.985271706,0,0
114857,4641,1,1,0,0.610855,1,56,1,0.92175758,0.9808477605,0.89874316,0.9877043585,1,0
113204,4646,0,0,0,0.042182,0,1,0,0.91039046,0.9811242503,0.89420268,0.9858661887,0,0
113187,4647,1,1,0,0.200077,1,29,1,0.91517051,0.9826024076,0.89197238,0.9860188415,0,0
106473,4650,0,0,0,0.106664,0,8,0,0.90687132,0.9750467906,0.88225453,0.9814759383,0,0
88608,4651,0,0,0,0.113084,0,9,0,0.91102847,0.9784816454,0.89232885,0.9843178595,0,0
112573,4653,0,0,0,0.051918,0,0,0,0.90359478,0.9860904335,0.87721484,0.9886648765,0,0
82754,4654,0,0,0,0.0165931,0,0,0,0.91154419,0.9830277766,0.88161578,0.9877712208,0,0
115529,4655,0,0,0,0.106263,0,16,0,0.90736666,0.9766738271,0.87576226,0.9787472934,0,0
94433,4676,1,1,0,0.559682,1,42,1,0.9154848,0.9787581352,0.89412609,0.9828823888,0,0
102829,4677,0,0,0,0.0297451,0,0,0,0.91569075,0.9857022843,0.89497712,0.9875548871,0,0
92881,4678,0,0,0,0.0593903,0,1,0,0.90886951,0.9732974606,0.88558285,0.9780706619,0,0
87563,4679,0,0,0,0.0635857,0,4,0,0.90360696,0.975583819,0.87947414,0.9770363656,0,0
113753,4680,0,0,0,0.140456,0,19,0,0.91346002,0.964816666,0.89268045,0.9703230438,0,0
108560,4682,0,0,0,0.0300772,0,0,0,0.89805336,0.9750467906,0.87727091,0.9805950972,0,0
96580,4685,1,1,0,0.590222,1,75,1,0.91686179,0.9798109235,0.88768661,0.9849267793,0,0
97904,4686,0,0,0,0.0510828,0,2,0,0.91947342,0.9882438641,0.89010226,0.9931988627,0,0
98849,4688,0,0,0,0.0422596,0,1,0,0.90233232,0.9801937556,0.8768689,0.983380196,0,0
103682,4691,0,0,0,0.0303216,0,0,0,0.91327801,0.9872229785,0.88799772,0.9903078195,0,0
107864,4695,1,1,0,0.398989,1,39,1,0.91540979,0.9830330938,0.89229417,0.9872860631,0,0
112200,4696,0,0,0,0.0503933,0,0,0,0.91445749,0.9802628781,0.89116846,0.9825798131,0,0
105244,4697,0,0,0,0.154404,0,19,0,0.91540795,0.9838147093,0.89497804,0.9885647465,0,0
100992,4704,1,1,0,1.43625,1,103,1,0.9097624,0.98720171,0.88969715,0.9912309724,0,0
115043,4706,0,0,0,0.064087,0,7,0,0.91633881,0.9808424434,0.89092547,0.9863131092,0,0
96904,4708,0,0,0,0.0991934,0,8,0,0.90366274,0.9725211622,0.87171949,0.9767133756,0,0
98425,4710,1,1,0,0.24727,1,34,1,0.90416151,0.9871857587,0.8797802,0.9909941089,0,0
116130,4725,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
112145,4729,1,1,0,0.385196,1,42,1,0.91533075,0.973978051,0.89229775,0.9780828434,0,0
114185,4730,1,1,0,0.467778,1,59,1,0.91109699,0.9928059467,0.88494859,0.9956274173,0,0
113127,4732,0,0,0,0.100684,0,10,0,0.91190218,0.9808052236,0.89259092,0.9842859224,0,0
114436,4733,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
115665,4734,0,0,0,0.0774038,0,6,0,0.90086319,0.9812837637,0.87777647,0.985122447,0,0
112249,4735,0,0,0,0.0373191,0,0,0,0.90465573,0.9742279553,0.8738835,0.978070547,0,0
114738,4738,1,1,0,2.10422,1,77,1,0.91499525,0.987153856,0.89028146,0.9907709516,1,0
109853,4744,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
108952,4745,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
90050,4746,0,0,0,0.0592603,0,1,0,0.91155456,0.981863329,0.89014138,0.9842590631,0,0
90211,4747,0,0,0,0.0845865,0,5,0,0.90450391,0.9790612107,0.88942104,0.9837001678,0,0
90281,4754,0,0,0,0.0650498,0,3,0,0.90569844,0.979358969,0.87980363,0.9832965136,0,0
91489,4756,0,0,0,0.0387018,0,0,0,0.91745574,0.9837721724,0.8921393,0.988736211,0,0
112904,4757,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
82003,4763,0,0,0,0.0364077,0,0,0,0.89876748,0.9547513719,0.88273882,0.9608062523,0,0
88618,4765,1,1,0,0.333449,1,33,1,0.89040913,0.965050619,0.8667773,0.9677580046,0,0
100873,4766,1,1,0,0.338523,1,47,1,0.89128536,0.9714524225,0.87200584,0.9768354363,0,0
110168,4767,0,0,0,0.0347261,0,0,0,0.90422912,0.9755625506,0.88107635,0.9819368164,0,0
94321,4768,1,1,0,0.387015,1,39,1,0.91876707,0.9874516143,0.89470473,0.9909546183,0,0
112781,4770,0,0,0,0.131502,0,10,0,0.8939198,0.9637107066,0.86930008,0.9640046173,0,0
113668,4775,0,0,0,0.0616493,0,1,0,0.90290317,0.988616062,0.87353683,0.9909982016,0,0
112792,4776,0,0,0,0.111551,0,11,0,0.90903202,0.9828310435,0.87791152,0.9860900223,0,0
114179,4781,1,1,0,0.592927,1,63,1,0.91901909,0.9790505764,0.89713962,0.9809498475,0,0
114806,4792,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
116046,4794,1,1,0,0.199129,0,29,1,0.8983792,0.9854098431,0.86723566,0.9873810081,0,0
93406,4795,0,0,0,0.0678396,0,0,0,0.92259688,0.9844208601,0.90056097,0.9897074963,0,0
110176,4804,1,1,0,0.380609,1,56,1,0.91849763,0.982240844,0.90189838,0.9875786607,0,0
115320,4806,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
112812,4807,0,0,0,0.176831,0,19,0,0.91197438,0.9728136034,0.88189645,0.9773394025,0,0
104078,4808,0,0,0,0.0396131,0,1,0,0.91550294,0.9851812072,0.89519766,0.9885590787,0,0
115267,4810,1,1,0,0.252009,1,43,1,0.91221423,0.9707505637,0.89096715,0.9737600329,0,0
100849,4811,0,0,0,0.0643606,0,3,0,0.90935763,0.9757380153,0.88500971,0.9797784566,0,0
95570,4812,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
87445,4813,0,0,0,0.0557866,0,0,0,0.89408487,0.9619560594,0.87099607,0.967748477,0,0
89731,4814,0,0,0,0.0344111,0,1,0,0.91247315,0.9814751798,0.88564678,0.9858723627,0,0
101754,4815,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
96224,4817,1,1,0,0.352405,1,47,1,0.91286576,0.9884086946,0.88437633,0.9916161749,0,0
113932,4818,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
93267,4824,0,0,0,0.0381695,0,0,0,0.90823573,0.9802150241,0.88130643,0.9830768475,0,0
114842,4825,0,0,0,0.0432119,0,1,0,0.89989297,0.9742545409,0.87442723,0.9791571816,0,0
113401,4826,0,0,0,0.104754,0,14,0,0.90988608,0.9793111149,0.87966014,0.9824370075,0,0
113417,4839,0,0,0,0.0568987,0,0,0,0.9125515,0.9803426348,0.89116121,0.9844539472,0,0
110508,4843,0,0,0,0.0515098,0,1,0,0.91215654,0.9900250968,0.87564337,0.9924090953,0,0
108154,4844,0,0,0,0.107567,0,17,0,0.90302494,0.9655663789,0.87623793,0.9723560907,0,0
101227,4845,1,1,0,1.13021,1,78,1,0.89540114,0.9750308393,0.86833119,0.9780627214,0,0
111857,4852,0,0,0,0.0687791,0,1,0,0.91096476,0.978981454,0.89708734,0.9870578161,0,0
109502,4853,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
111884,4854,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
116051,4855,0,0,0,0.0316884,0,0,0,0.91227721,0.9754296227,0.89187628,0.9799180718,0,0
103739,4859,0,0,0,0.139774,0,15,0,0.90746484,0.981581522,0.88302831,0.9855444109,0,0
95558,4861,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
114281,4866,0,0,0,0.0637707,0,1,0,0.91623367,0.9853247693,0.89143366,0.9883204848,0,0
115454,4868,1,1,0,0.958569,1,85,1,0.90214037,0.9764558255,0.88011096,0.9797793388,0,0
114084,4885,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
116922,4886,0,0,0,0.100157,0,9,0,0.901583,0.9737387809,0.88103179,0.978864021,0,0
82940,4887,0,0,0,0.0554382,0,4,0,0.90689091,0.9771683186,0.8838254,0.9823225015,0,0
97342,4897,1,1,0,1.41961,1,99,1,0.9131466,0.9754030372,0.8909748,0.9799144427,0,0
114466,4898,0,0,0,0.0430652,0,3,0,0.91531967,0.9896263134,0.89626325,0.9935213602,0,0
106530,4899,1,1,0,0.189553,0,28,1,0.90737609,0.9793270663,0.8872325,0.9842856723,0,0
88672,4901,0,0,0,0.0505433,0,0,0,0.9138857,0.9834744141,0.89309582,0.9888799707,0,0
109725,4902,0,0,0,0.0596636,0,3,0,0.91463718,0.9783540347,0.89539386,0.9834525579,0,0
98585,4905,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
107522,4906,0,0,0,0.050014,0,1,0,0.89389319,0.9515292016,0.86795836,0.9585971921,0,0
94213,4907,1,1,0,0.375846,1,39,1,0.91127677,0.9795929219,0.88994869,0.9805846302,0,0
107051,4908,0,0,0,0.0783124,0,3,0,0.91447765,0.9791037476,0.89112399,0.9816974831,0,0
115544,4929,0,0,0,0.0329101,0,0,0,0.90415878,0.9733612659,0.88231724,0.9788049408,0,0
114347,4930,0,0,0,0.0697295,0,4,0,0.91163362,0.9939916628,0.88264581,0.9970249252,0,0
83531,4931,0,0,0,0.0534054,0,1,0,0.87888571,0.9710908589,0.85428288,0.9748464654,0,0
110289,4932,0,0,0,0.0546166,0,2,0,0.89511441,0.9756210388,0.86681258,0.9809352137,0,0
89505,4933,0,0,0,0.0653598,0,0,0,0.91421983,0.9840858821,0.89088727,0.9885055207,0,0
103009,4934,0,0,0,0.149256,0,16,0,0.90964197,0.9813263006,0.88625797,0.9865551894,0,0
116371,4936,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
109577,4937,0,0,0,0.197142,0,8,0,0.90318538,0.9765036795,0.88493319,0.9819727955,0,0
115881,4939,0,0,0,0.173184,0,18,0,0.90088436,0.9878184951,0.87230134,0.9904566748,0,0
111839,4941,0,0,0,0.0611295,0,5,0,0.90988811,0.9535071675,0.87927481,0.9598369494,0,0
84412,4942,0,0,0,0.053311,0,1,0,0.87930159,0.9323131567,0.85117214,0.9378943499,0,0
96356,4943,0,0,0,0.0770378,0,4,0,0.91152003,0.9921147221,0.88634954,0.9942577697,0,0
93204,4944,0,0,0,0.0423481,0,0,0,0.92072171,0.9867444384,0.90349691,0.9892863908,0,0
93292,4945,0,0,0,0.0176492,0,0,0,0.91287063,0.9767908036,0.88880665,0.9813830304,0,0
116147,4946,0,0,0,0.0272304,0,0,0,0.90867765,0.9710802246,0.88551049,0.9756629502,0,0
102598,4947,1,1,0,0.474844,1,38,1,0.91572569,0.9868135608,0.88863753,0.9892915331,0,0
112824,4949,1,1,0,0.311343,1,41,1,0.90641302,0.9730050194,0.87774642,0.9757951928,0,0
108366,4952,0,0,0,0.102074,0,11,0,0.88740649,0.9392360373,0.85975204,0.9501547209,0,0
116597,4965,0,0,0,0.058693,0,2,0,0.91411864,0.9863935089,0.89079637,0.9904270099,0,0
88384,4966,0,1,0,0.107647,0,12,0,0.82480839,0.8882927815,0.80176707,0.8956251858,1,0
99352,4967,0,0,0,0.0601021,0,0,0,0.91616709,0.9778914459,0.89268717,0.9848444724,0,0
117060,4979,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
121518,4980,0,0,0,0.0316271,0,1,0,0.911735,0.980826492,0.88963273,0.9851596061,0,0
114785,4981,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
95395,4982,1,1,0,1.81831,1,94,1,0.91091642,0.9518375942,0.8891635,0.9557354705,1,0
102886,4983,0,0,0,0.106023,0,9,0,0.90816976,0.9581383726,0.88874683,0.9658484833,0,0
90742,4986,0,0,0,0.0327751,0,0,0,0.91081012,0.9742279553,0.89011153,0.9768684567,0,0
96602,4988,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
95754,4989,0,0,0,0.0525071,0,2,0,0.9089907,0.9855746736,0.89031315,0.9896511069,0,0
90626,4990,0,0,0,0.0467282,0,0,0,0.90873815,0.9679856651,0.88461833,0.9724169661,0,0
97485,4996,0,0,0,0.0376084,0,0,0,0.90831947,0.9830118253,0.88088811,0.9862213608,0,0
116210,4997,0,0,0,0.0544939,0,5,0,0.91129301,0.9690065507,0.89062041,0.9739767093,0,0
116360,4998,0,0,0,0.075667,0,3,0,0.90809667,0.9824056745,0.88679849,0.9855711328,0,0
115783,5008,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
119386,5009,0,0,0,0.0861151,0,6,0,0.89220157,0.9594091625,0.86623179,0.9628789808,0,0
118864,5010,1,1,0,0.370367,1,51,1,0.91705547,0.9833521205,0.89162039,0.9872547108,0,0
115276,5012,0,0,0,0.061427,0,2,0,0.91327146,0.9729943852,0.88793893,0.9784840718,0,0
96832,5015,0,0,0,0.0454096,0,0,0,0.90206445,0.9677517122,0.8729826,0.9729719729,0,0
89627,5016,0,0,0,0.0773796,0,8,0,0.90513176,0.9663533115,0.88204583,0.9716306269,0,0
89044,5018,1,1,0,0.199291,0,29,1,0.91968303,0.9799225829,0.89993682,0.9845067095,0,0
116672,5019,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
104232,5020,0,0,0,0.115057,0,12,0,0.90913034,0.9915032541,0.88268949,0.9943480502,0,0
116687,5022,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
96204,5023,0,0,0,0.0444321,0,0,0,0.90059578,0.9723988686,0.87788082,0.9776696235,0,0
116244,5024,0,0,0,0.0530244,0,1,0,0.91316246,0.9868560977,0.88938481,0.9906558095,0,0
108302,5026,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
113054,5027,0,0,0,0.0597407,0,4,0,0.91714079,0.976998171,0.89924587,0.9818403842,0,0
116774,5028,0,0,0,0.0687291,0,4,0,0.90683323,0.9788378919,0.88282101,0.9833839827,0,0
101322,5038,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
119287,5039,0,0,0,0.0204605,0,0,0,0.90589647,0.9737813178,0.88123265,0.980596518,0,0
114709,5056,0,0,0,0.0815984,0,6,0,0.91217193,0.9825279681,0.88941985,0.9863549881,0,0
103413,5057,0,0,0,0.0510634,0,2,0,0.90590391,0.9839476371,0.88580481,0.9880160139,0,0
116817,5060,0,0,0,0.0861879,0,9,0,0.91181593,0.9786358416,0.88802009,0.9833659067,0,0
116812,5061,0,0,0,0.0373901,0,0,0,0.91625939,0.9814911311,0.89109503,0.9838030836,0,0
117138,5062,0,0,0,0.126315,0,6,0,0.92062041,0.9824003574,0.898145,0.9875251286,0,0
119971,5064,1,1,0,0.183341,0,21,1,0.91604986,0.9848090094,0.89434482,0.9887961654,0,0
100115,5070,0,0,0,0.0565498,0,4,0,0.91210769,0.9752966949,0.8935495,0.9825129899,0,0
118201,5072,0,0,0,0.0880235,0,4,0,0.9111959,0.9725052108,0.89368321,0.975789223,0,0
116795,5073,0,0,0,0.0730025,0,6,0,0.91754853,0.9837083671,0.89007293,0.9875012657,0,0
121654,5075,0,0,0,0.113889,0,10,0,0.90592357,0.973552682,0.87979829,0.9784273205,0,0
105176,5077,0,0,0,0.0493956,0,2,0,0.91015691,0.9795184823,0.88892941,0.9830308464,0,0
109511,5078,0,0,0,0.0815126,0,7,0,0.90724194,0.9728189205,0.88367003,0.9762634449,0,0
119791,5079,1,1,0,0.706002,1,98,1,0.91484105,0.9793004807,0.89454288,0.9836463038,0,0
117352,5085,0,0,0,0.0342784,0,0,0,0.9156779,0.9755093794,0.89367949,0.9790138153,0,0
116762,5086,0,0,0,0.0555817,0,1,0,0.91094379,0.9765089966,0.88571555,0.9809488711,0,0
115190,5107,0,0,0,0.169645,0,19,0,0.9013131,0.986303118,0.87297987,0.9890249163,0,0
118759,5108,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
117397,5109,1,1,0,0.430418,1,61,1,0.91112835,0.9772640266,0.89066019,0.9819056943,0,0
121120,5118,0,0,0,0.0783447,0,0,0,0.90185466,0.9787155983,0.87067012,0.9842817712,0,0
98975,5119,0,0,0,0.0635068,0,5,0,0.90908655,0.9599302395,0.89091626,0.9611591159,0,0
109521,5120,0,0,0,0.0811232,0,6,0,0.91538247,0.9830171424,0.90349862,0.9872542398,0,0
119485,5122,0,0,0,0.121504,0,16,0,0.91307554,0.9807254669,0.8951815,0.9832474497,0,0
113433,5139,0,0,0,0.0805288,0,11,0,0.91124307,0.9869092688,0.88306542,0.989956997,0,0
119683,5146,1,1,0,0.383821,1,58,1,0.89631547,0.957117487,0.87031183,0.9563593678,0,0
118000,5147,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
119728,5148,0,0,0,0.0379565,0,0,0,0.91681,0.9823525033,0.9003775,0.9861794231,0,0
114165,5149,0,0,0,0.156339,0,13,0,0.91694556,0.9811774215,0.89065963,0.9864224206,0,0
96902,5150,1,1,0,0.178982,0,24,1,0.90418809,0.9688417202,0.88331549,0.9718168912,0,0
116777,5152,1,1,0,0.204113,1,27,1,0.91832509,0.9795769706,0.89209271,0.9819335856,0,0
120403,5153,0,0,0,0.0511624,0,0,0,0.90079214,0.9732549237,0.87501925,0.9780318661,0,0
122522,5154,0,0,0,0.133538,0,14,0,0.90083734,0.9503169,0.87577913,0.9573727783,0,0
112861,5158,1,1,0,1.34901,1,99,1,0.89640436,0.9774394913,0.87439249,0.9814966022,0,0
120850,5159,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
99416,5160,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
112598,5161,0,0,0,0.0648704,0,3,0,0.90771096,0.981108299,0.88220197,0.9852513763,0,0
118738,5177,1,1,0,0.176833,0,23,1,0.9134805,0.981012591,0.89201879,0.9848587341,0,0
122437,5178,1,1,0,0.236273,1,42,1,0.91004244,0.9837190013,0.87687411,0.9867749797,0,0
115978,5179,0,0,0,0.0260543,0,0,0,0.90695761,0.9833946574,0.88365802,0.9857800905,0,0
122910,5183,0,0,0,0.145354,0,15,0,0.90536607,0.9617061551,0.89047917,0.9665000803,0,0
99518,5184,0,0,0,0.041422,0,0,0,0.91492986,0.9698626059,0.90051594,0.9727067614,0,0
112031,5185,0,0,0,0.0678558,0,4,0,0.91234851,0.9815017653,0.88801447,0.9851330384,0,0
121670,5186,0,0,0,0.131048,0,13,0,0.89216707,0.9531083841,0.87187876,0.9527220512,0,0
114004,5187,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
120646,5188,0,0,0,0.0389223,0,0,0,0.90037159,0.9601854609,0.8726732,0.9649080715,0,0
101504,5189,0,0,0,0.0530826,0,5,0,0.91289879,0.9677782977,0.88763079,0.9731464523,0,0
91247,5190,0,0,0,0.163172,0,20,0,0.90697713,0.9604459995,0.88543463,0.9677941085,0,0
118861,5191,0,0,0,0.0757301,0,5,0,0.9004076,0.988616062,0.87160225,0.9913063741,0,0
122352,5192,0,0,0,0.0882187,0,2,0,0.90937323,0.9776468587,0.88799974,0.9827855087,0,0
97857,5193,0,0,0,0.0251908,0,0,0,0.90728656,0.9760357736,0.87802807,0.9800537658,0,0
117895,5195,0,0,0,0.039339,0,0,0,0.90142835,0.9831500702,0.87468384,0.9858591361,0,0
91897,5196,0,0,0,0.06993,0,3,0,0.90684814,0.9804436599,0.8853034,0.9860948945,0,0
114712,5197,0,0,0,0.0359263,0,0,0,0.90941072,0.9759453827,0.89256127,0.9810717867,0,0
118573,5199,0,0,0,0.100199,0,13,0,0.910862,0.9827300183,0.8875132,0.986911452,0,0
98535,5222,0,0,0,0.0536653,0,2,0,0.91322124,0.9773650517,0.88669424,0.9830287032,0,0
119632,5223,0,0,0,0.0663021,0,5,0,0.91358155,0.9885788422,0.88891884,0.9921062004,0,0
